Tipo Institución;Cód. Institución;Nombre Institución;Año Proceso;Nº Laboratorios;M2 Construido;Nº de PC para alumnos;N° Computadores con Internet
Univ.;1038;U. DE ACONCAGUA;2024;12;497;30;30
Univ.;1038;U. DE ACONCAGUA;2023;12;497;64;64
Univ.;1038;U. DE ACONCAGUA;2022;12;497;64;64
Univ.;1038;U. DE ACONCAGUA;2021;10;409;64;64
Univ.;1038;U. DE ACONCAGUA;2020;10;402;64;64
Univ.;1038;U. DE ACONCAGUA;2019;10;402;64;64
Univ.;1038;U. DE ACONCAGUA;2018;10;443;52;52
Univ.;1038;U. DE ACONCAGUA;2017;11;443;33;33
Univ.;1038;U. DE ACONCAGUA;2016;11;408;73;73
Univ.;1038;U. DE ACONCAGUA;2015;7;299;73;73
Univ.;1038;U. DE ACONCAGUA;2014;6;299;24;24
Univ.;1038;U. DE ACONCAGUA;2013;5;259;24;24
Univ.;1038;U. DE ACONCAGUA;2006;4;114;50;50
Univ.;1038;U. DE ACONCAGUA;2005;4;114;50;50
Univ.;1038;U. DE ACONCAGUA;2006;2;39;15;15
Univ.;1038;U. DE ACONCAGUA;2005;2;39;15;15
Univ.;1038;U. DE ACONCAGUA;2024;1;35;16;16
Univ.;1038;U. DE ACONCAGUA;2023;6;221;18;18
Univ.;1038;U. DE ACONCAGUA;2022;6;221;18;18
Univ.;1038;U. DE ACONCAGUA;2021;6;221;18;18
Univ.;1038;U. DE ACONCAGUA;2020;5;186;18;18
Univ.;1038;U. DE ACONCAGUA;2019;8;168;54;54
Univ.;1038;U. DE ACONCAGUA;2018;8;168;57;57
Univ.;1038;U. DE ACONCAGUA;2017;8;168;39;30
Univ.;1038;U. DE ACONCAGUA;2016;8;168;49;49
Univ.;1038;U. DE ACONCAGUA;2015;4;166;49;49
Univ.;1038;U. DE ACONCAGUA;2014;4;166;58;58
Univ.;1038;U. DE ACONCAGUA;2013;4;275;18;18
Univ.;1038;U. DE ACONCAGUA;2016;2;47;17;6
Univ.;1038;U. DE ACONCAGUA;2014;2;42;17;17
Univ.;1038;U. DE ACONCAGUA;2013;1;13;5;5
Univ.;1038;U. DE ACONCAGUA;2020;1;10;27;27
Univ.;1038;U. DE ACONCAGUA;2019;1;10;27;27
Univ.;1038;U. DE ACONCAGUA;2018;1;10;20;20
Univ.;1038;U. DE ACONCAGUA;2017;4;210;23;23
Univ.;1038;U. DE ACONCAGUA;2016;4;210;25;25
Univ.;1038;U. DE ACONCAGUA;2015;3;135;25;25
Univ.;1038;U. DE ACONCAGUA;2014;3;135;16;16
Univ.;1038;U. DE ACONCAGUA;2013;2;71;25;25
Univ.;1038;U. DE ACONCAGUA;2015;1;25;15;15
Univ.;1038;U. DE ACONCAGUA;2014;1;25;15;15
Univ.;1038;U. DE ACONCAGUA;2013;2;36;15;15
Univ.;1038;U. DE ACONCAGUA;2005;1;40;2;2
Univ.;1038;U. DE ACONCAGUA;2023;6;226;35;35
Univ.;1038;U. DE ACONCAGUA;2022;6;226;35;35
Univ.;1038;U. DE ACONCAGUA;2021;6;226;35;35
Univ.;1038;U. DE ACONCAGUA;2020;7;234;35;35
Univ.;1038;U. DE ACONCAGUA;2019;7;234;35;35
Univ.;1038;U. DE ACONCAGUA;2018;7;234;26;26
Univ.;1038;U. DE ACONCAGUA;2017;7;234;15;15
Univ.;1038;U. DE ACONCAGUA;2016;7;234;22;22
Univ.;1038;U. DE ACONCAGUA;2015;6;240;22;22
Univ.;1038;U. DE ACONCAGUA;2014;7;240;15;15
Univ.;1038;U. DE ACONCAGUA;2005;4;115;35;35
Univ.;1039;U. MARÍTIMA DE CHILE;2006;5;380;100;100
Univ.;1039;U. MARÍTIMA DE CHILE;2005;4;300;80;80
Univ.;1040;U. DE LOS ANDES;2024;71;3.843;643;643
Univ.;1040;U. DE LOS ANDES;2023;71;3.843;643;643
Univ.;1040;U. DE LOS ANDES;2022;77;4.427;540;540
Univ.;1040;U. DE LOS ANDES;2021;68;3.656;524;524
Univ.;1040;U. DE LOS ANDES;2020;68;3.656;487;487
Univ.;1040;U. DE LOS ANDES;2019;64;3.245;396;396
Univ.;1040;U. DE LOS ANDES;2018;65;3.328;291;291
Univ.;1040;U. DE LOS ANDES;2017;67;3.422;279;279
Univ.;1040;U. DE LOS ANDES;2016;64;3.210;279;279
Univ.;1040;U. DE LOS ANDES;2015;64;3.210;299;299
Univ.;1040;U. DE LOS ANDES;2014;71;2.798;299;299
Univ.;1040;U. DE LOS ANDES;2013;70;2.734;299;299
Univ.;1040;U. DE LOS ANDES;2012;70;2.734;299;299
Univ.;1040;U. DE LOS ANDES;2011;51;2.387;160;160
Univ.;1040;U. DE LOS ANDES;2010;37;1.905;305;305
Univ.;1040;U. DE LOS ANDES;2009;37;1.905;305;305
Univ.;1040;U. DE LOS ANDES;2008;30;3.385;255;255
Univ.;1040;U. DE LOS ANDES;2007;28;3.000;257;257
Univ.;1040;U. DE LOS ANDES;2006;27;1.836;228;228
Univ.;1040;U. DE LOS ANDES;2005;26;1.791;215;190
Univ.;1041;U. DEL PACÍFICO;2018;31;1.740;417;417
Univ.;1041;U. DEL PACÍFICO;2017;31;1.740;417;417
Univ.;1041;U. DEL PACÍFICO;2016;31;1.740;417;417
Univ.;1041;U. DEL PACÍFICO;2015;28;1.702;364;364
Univ.;1041;U. DEL PACÍFICO;2014;28;1.923;415;415
Univ.;1041;U. DEL PACÍFICO;2013;27;1.848;357;357
Univ.;1041;U. DEL PACÍFICO;2012;39;2.784;357;357
Univ.;1041;U. DEL PACÍFICO;2011;42;2.737;437;437
Univ.;1041;U. DEL PACÍFICO;2010;31;2.316;437;437
Univ.;1041;U. DEL PACÍFICO;2009;29;1.925;437;437
Univ.;1041;U. DEL PACÍFICO;2008;24;1.537;409;409
Univ.;1041;U. DEL PACÍFICO;2007;18;964;351;346
Univ.;1041;U. DEL PACÍFICO;2006;14;916;309;309
Univ.;1041;U. DEL PACÍFICO;2005;29;1.080;240;240
Univ.;1041;U. DEL PACÍFICO;2018;19;11.197;153;153
Univ.;1041;U. DEL PACÍFICO;2017;19;11.197;153;153
Univ.;1041;U. DEL PACÍFICO;2016;19;11.197;153;153
Univ.;1041;U. DEL PACÍFICO;2015;9;761;117;117
Univ.;1041;U. DEL PACÍFICO;2014;9;1.856;156;156
Univ.;1041;U. DEL PACÍFICO;2013;9;1.856;89;89
Univ.;1041;U. DEL PACÍFICO;2012;12;718;89;89
Univ.;1041;U. DEL PACÍFICO;2011;10;861;102;102
Univ.;1041;U. DEL PACÍFICO;2010;10;861;102;102
Univ.;1041;U. DEL PACÍFICO;2009;12;1.661;107;107
Univ.;1041;U. DEL PACÍFICO;2008;12;1.179;101;101
Univ.;1041;U. DEL PACÍFICO;2007;5;183;60;60
Univ.;1041;U. DEL PACÍFICO;2006;2;125;40;40
Univ.;1041;U. DEL PACÍFICO;2005;2;54;25;25
Univ.;1042;U. BERNARDO O`HIGGINS;2024;110;5.949;522;522
Univ.;1042;U. BERNARDO O`HIGGINS;2023;104;5.697;470;470
Univ.;1042;U. BERNARDO O`HIGGINS;2022;104;5.697;424;424
Univ.;1042;U. BERNARDO O`HIGGINS;2021;99;6.537;511;511
Univ.;1042;U. BERNARDO O`HIGGINS;2020;80;5.647;462;462
Univ.;1042;U. BERNARDO O`HIGGINS;2019;80;7.207;377;377
Univ.;1042;U. BERNARDO O`HIGGINS;2018;80;7.207;377;377
Univ.;1042;U. BERNARDO O`HIGGINS;2017;80;7.207;343;343
Univ.;1042;U. BERNARDO O`HIGGINS;2016;49;3.503;309;309
Univ.;1042;U. BERNARDO O`HIGGINS;2015;49;2.851;295;295
Univ.;1042;U. BERNARDO O`HIGGINS;2014;49;2.770;291;291
Univ.;1042;U. BERNARDO O`HIGGINS;2013;37;3.356;449;449
Univ.;1042;U. BERNARDO O`HIGGINS;2012;37;2.659;408;408
Univ.;1042;U. BERNARDO O`HIGGINS;2011;26;1.583;325;325
Univ.;1042;U. BERNARDO O`HIGGINS;2010;9;2.545;276;388
Univ.;1042;U. BERNARDO O`HIGGINS;2009;9;2.545;276;388
Univ.;1042;U. BERNARDO O`HIGGINS;2008;9;2.545;220;315
Univ.;1042;U. BERNARDO O`HIGGINS;2007;9;2.545;217;301
Univ.;1042;U. BERNARDO O`HIGGINS;2006;12;745;173;173
Univ.;1042;U. BERNARDO O`HIGGINS;2005;11;500;160;160
Univ.;1043;U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ;2024;65;22.775;497;497
Univ.;1043;U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ;2023;71;22.997;497;497
Univ.;1043;U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ;2022;66;22.657;444;444
Univ.;1043;U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ;2021;46;21.598;515;515
Univ.;1043;U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ;2020;46;21.598;515;515
Univ.;1043;U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ;2019;41;21.198;460;460
Univ.;1043;U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ;2018;41;21.198;448;448
Univ.;1043;U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ;2017;41;21.198;448;448
Univ.;1043;U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ;2016;35;19.701;438;438
Univ.;1043;U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ;2015;35;19.701;438;438
Univ.;1043;U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ;2014;28;19.383;438;438
Univ.;1043;U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ;2013;21;1.575;399;399
Univ.;1043;U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ;2012;21;1.575;399;399
Univ.;1043;U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ;2011;21;1.575;399;399
Univ.;1043;U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ;2010;5;829;370;370
Univ.;1043;U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ;2009;5;829;336;316
Univ.;1043;U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ;2008;5;699;256;236
Univ.;1043;U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ;2007;5;699;276;256
Univ.;1043;U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ;2006;6;586;206;186
Univ.;1043;U. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ;2005;10;840;229;186
Univ.;1044;U. DE VIÑA DEL MAR;2005;1;100;20;20
Univ.;1044;U. DE VIÑA DEL MAR;2015;3;113;s/i;s/i
Univ.;1044;U. DE VIÑA DEL MAR;2014;3;113;42;42
Univ.;1044;U. DE VIÑA DEL MAR;2013;3;113;42;42
Univ.;1044;U. DE VIÑA DEL MAR;2012;3;113;42;42
Univ.;1044;U. DE VIÑA DEL MAR;2011;3;113;42;42
Univ.;1044;U. DE VIÑA DEL MAR;2009;7;273;s/i;s/i
Univ.;1044;U. DE VIÑA DEL MAR;2008;8;273;136;136
Univ.;1044;U. DE VIÑA DEL MAR;2007;8;273;136;136
Univ.;1044;U. DE VIÑA DEL MAR;2006;7;273;116;116
Univ.;1044;U. DE VIÑA DEL MAR;2005;6;273;102;102
Univ.;1044;U. DE VIÑA DEL MAR;2024;272;10.764;922;922
Univ.;1044;U. DE VIÑA DEL MAR;2023;272;10.764;1.054;1.054
Univ.;1044;U. DE VIÑA DEL MAR;2022;272;10.671;1.053;1.053
Univ.;1044;U. DE VIÑA DEL MAR;2021;272;10.671;912;912
Univ.;1044;U. DE VIÑA DEL MAR;2020;272;10.671;912;912
Univ.;1044;U. DE VIÑA DEL MAR;2019;217;11.348;899;899
Univ.;1044;U. DE VIÑA DEL MAR;2018;198;11.085;899;899
Univ.;1044;U. DE VIÑA DEL MAR;2017;198;11.085;877;877
Univ.;1044;U. DE VIÑA DEL MAR;2016;212;11.085;877;877
Univ.;1044;U. DE VIÑA DEL MAR;2015;193;11.275;827;827
Univ.;1044;U. DE VIÑA DEL MAR;2014;189;7.338;625;625
Univ.;1044;U. DE VIÑA DEL MAR;2013;138;4.880;522;522
Univ.;1044;U. DE VIÑA DEL MAR;2012;63;2.953;414;414
Univ.;1044;U. DE VIÑA DEL MAR;2011;63;2.919;414;414
Univ.;1044;U. DE VIÑA DEL MAR;2009;101;3.936;s/i;s/i
Univ.;1044;U. DE VIÑA DEL MAR;2008;64;3.988;s/i;s/i
Univ.;1044;U. DE VIÑA DEL MAR;2007;37;3.281;410;410
Univ.;1044;U. DE VIÑA DEL MAR;2006;35;2.881;664;664
Univ.;1044;U. DE VIÑA DEL MAR;2005;33;2.281;634;634
Univ.;1045;U. DEL ALBA;2024;18;868;100;100
Univ.;1045;U. DEL ALBA;2023;18;868;100;100
Univ.;1045;U. DEL ALBA;2022;17;868;100;100
Univ.;1045;U. DEL ALBA;2021;16;531;75;75
Univ.;1045;U. DEL ALBA;2020;16;531;68;68
Univ.;1045;U. DEL ALBA;2019;16;531;56;56
Univ.;1045;U. DEL ALBA;2018;14;509;56;56
Univ.;1045;U. DEL ALBA;2017;43;1.164;62;62
Univ.;1045;U. DEL ALBA;2016;20;1.164;64;64
Univ.;1045;U. DEL ALBA;2015;19;1.006;56;56
Univ.;1045;U. DEL ALBA;2014;14;1.006;66;66
Univ.;1045;U. DEL ALBA;2013;20;726;89;67
Univ.;1045;U. DEL ALBA;2012;18;726;90;65
Univ.;1045;U. DEL ALBA;2010;1;43;38;38
Univ.;1045;U. DEL ALBA;2009;1;43;38;38
Univ.;1045;U. DEL ALBA;2024;17;1.018;120;120
Univ.;1045;U. DEL ALBA;2023;17;1.018;120;120
Univ.;1045;U. DEL ALBA;2022;15;1.018;120;120
Univ.;1045;U. DEL ALBA;2021;15;921;105;105
Univ.;1045;U. DEL ALBA;2020;21;1.137;98;98
Univ.;1045;U. DEL ALBA;2019;21;1.137;115;115
Univ.;1045;U. DEL ALBA;2018;21;1.137;117;117
Univ.;1045;U. DEL ALBA;2017;21;1.137;114;114
Univ.;1045;U. DEL ALBA;2016;17;921;113;113
Univ.;1045;U. DEL ALBA;2015;19;921;119;119
Univ.;1045;U. DEL ALBA;2014;20;921;90;90
Univ.;1045;U. DEL ALBA;2013;20;844;142;128
Univ.;1045;U. DEL ALBA;2012;18;844;127;123
Univ.;1045;U. DEL ALBA;2010;2;158;70;30
Univ.;1045;U. DEL ALBA;2009;2;158;70;30
Univ.;1045;U. DEL ALBA;2018;1;27;10;10
Univ.;1045;U. DEL ALBA;2017;10;307;12;12
Univ.;1045;U. DEL ALBA;2016;10;502;26;26
Univ.;1045;U. DEL ALBA;2015;4;605;27;27
Univ.;1045;U. DEL ALBA;2014;14;605;25;25
Univ.;1045;U. DEL ALBA;2013;15;605;43;42
Univ.;1045;U. DEL ALBA;2012;15;502;57;54
Univ.;1045;U. DEL ALBA;2010;4;145;39;39
Univ.;1045;U. DEL ALBA;2009;4;145;39;39
Univ.;1045;U. DEL ALBA;2024;57;2.575;155;155
Univ.;1045;U. DEL ALBA;2023;57;2.575;150;150
Univ.;1045;U. DEL ALBA;2022;61;2.575;150;150
Univ.;1045;U. DEL ALBA;2021;42;2.023;120;120
Univ.;1045;U. DEL ALBA;2020;42;2.023;110;110
Univ.;1045;U. DEL ALBA;2019;42;2.023;100;100
Univ.;1045;U. DEL ALBA;2018;34;2.175;100;100
Univ.;1045;U. DEL ALBA;2017;34;2.175;100;100
Univ.;1045;U. DEL ALBA;2016;31;2.175;93;93
Univ.;1045;U. DEL ALBA;2015;11;2.175;116;116
Univ.;1045;U. DEL ALBA;2014;36;2.175;113;113
Univ.;1045;U. DEL ALBA;2013;31;2.175;161;143
Univ.;1045;U. DEL ALBA;2012;31;3.418;158;151
Univ.;1045;U. DEL ALBA;2010;10;1.103;182;182
Univ.;1045;U. DEL ALBA;2009;10;1.103;182;182
Univ.;1045;U. DEL ALBA;2008;5;403;41;41
Univ.;1045;U. DEL ALBA;2007;8;707;125;125
Univ.;1045;U. DEL ALBA;2006;11;486;69;69
Univ.;1045;U. DEL ALBA;2005;6;324;69;69
Univ.;1045;U. DEL ALBA;2008;4;213;58;58
Univ.;1045;U. DEL ALBA;2024;27;1.896;130;130
Univ.;1045;U. DEL ALBA;2023;33;1.735;130;130
Univ.;1045;U. DEL ALBA;2022;32;2.423;130;130
Univ.;1045;U. DEL ALBA;2021;32;1.675;125;125
Univ.;1045;U. DEL ALBA;2020;32;2.423;119;119
Univ.;1045;U. DEL ALBA;2019;27;3.017;118;118
Univ.;1045;U. DEL ALBA;2018;28;2.911;118;118
Univ.;1045;U. DEL ALBA;2017;28;2.911;118;118
Univ.;1045;U. DEL ALBA;2016;28;2.911;114;114
Univ.;1045;U. DEL ALBA;2015;22;2.911;149;149
Univ.;1045;U. DEL ALBA;2014;34;2.500;200;200
Univ.;1045;U. DEL ALBA;2013;37;1.446;259;241
Univ.;1045;U. DEL ALBA;2012;32;1.739;396;396
Univ.;1045;U. DEL ALBA;2010;10;913;190;190
Univ.;1045;U. DEL ALBA;2009;10;913;190;190
Univ.;1045;U. DEL ALBA;2008;14;701;154;154
Univ.;1045;U. DEL ALBA;2007;10;547;140;140
Univ.;1045;U. DEL ALBA;2006;3;90;40;26
Univ.;1045;U. DEL ALBA;2005;5;111;40;40
Univ.;1046;U. SANTO TOMÁS;2024;47;2.286;399;399
Univ.;1046;U. SANTO TOMÁS;2023;47;2.373;399;399
Univ.;1046;U. SANTO TOMÁS;2022;47;2.241;399;399
Univ.;1046;U. SANTO TOMÁS;2021;47;2.241;341;341
Univ.;1046;U. SANTO TOMÁS;2020;46;2.022;315;315
Univ.;1046;U. SANTO TOMÁS;2019;38;2.803;s/i;s/i
Univ.;1046;U. SANTO TOMÁS;2018;38;2.803;232;232
Univ.;1046;U. SANTO TOMÁS;2011;19;808;166;166
Univ.;1046;U. SANTO TOMÁS;2010;20;1.367;120;120
Univ.;1046;U. SANTO TOMÁS;2009;19;1.283;120;120
Univ.;1046;U. SANTO TOMÁS;2008;19;1.283;104;104
Univ.;1046;U. SANTO TOMÁS;2007;19;1.283;104;104
Univ.;1046;U. SANTO TOMÁS;2006;14;606;63;63
Univ.;1046;U. SANTO TOMÁS;2005;10;405;50;50
Univ.;1046;U. SANTO TOMÁS;2024;32;1.444;240;240
Univ.;1046;U. SANTO TOMÁS;2023;32;1.465;240;240
Univ.;1046;U. SANTO TOMÁS;2022;32;1.458;240;240
Univ.;1046;U. SANTO TOMÁS;2021;32;1.485;234;234
Univ.;1046;U. SANTO TOMÁS;2020;20;818;234;234
Univ.;1046;U. SANTO TOMÁS;2019;14;694;s/i;s/i
Univ.;1046;U. SANTO TOMÁS;2018;14;694;198;198
Univ.;1046;U. SANTO TOMÁS;2011;16;634;153;153
Univ.;1046;U. SANTO TOMÁS;2010;9;180;30;30
Univ.;1046;U. SANTO TOMÁS;2009;5;180;30;30
Univ.;1046;U. SANTO TOMÁS;2008;5;180;30;30
Univ.;1046;U. SANTO TOMÁS;2007;7;279;31;31
Univ.;1046;U. SANTO TOMÁS;2006;6;250;35;35
Univ.;1046;U. SANTO TOMÁS;2005;6;256;35;35
Univ.;1046;U. SANTO TOMÁS;2024;68;3.276;420;420
Univ.;1046;U. SANTO TOMÁS;2023;64;3.106;420;420
Univ.;1046;U. SANTO TOMÁS;2022;64;3.110;420;420
Univ.;1046;U. SANTO TOMÁS;2021;59;2.989;422;422
Univ.;1046;U. SANTO TOMÁS;2020;60;3.011;409;409
Univ.;1046;U. SANTO TOMÁS;2019;60;3.157;s/i;s/i
Univ.;1046;U. SANTO TOMÁS;2018;60;3.157;382;382
Univ.;1046;U. SANTO TOMÁS;2011;41;1.678;190;190
Univ.;1046;U. SANTO TOMÁS;2010;17;895;70;70
Univ.;1046;U. SANTO TOMÁS;2009;17;895;70;70
Univ.;1046;U. SANTO TOMÁS;2008;17;895;73;73
Univ.;1046;U. SANTO TOMÁS;2007;16;835;66;66
Univ.;1046;U. SANTO TOMÁS;2006;9;430;74;74
Univ.;1046;U. SANTO TOMÁS;2005;8;368;67;67
Univ.;1046;U. SANTO TOMÁS;2022;15;748;147;147
Univ.;1046;U. SANTO TOMÁS;2021;15;717;147;147
Univ.;1046;U. SANTO TOMÁS;2020;23;995;147;147
Univ.;1046;U. SANTO TOMÁS;2019;23;1.006;s/i;s/i
Univ.;1046;U. SANTO TOMÁS;2018;23;1.006;121;121
Univ.;1046;U. SANTO TOMÁS;2011;9;333;30;30
Univ.;1046;U. SANTO TOMÁS;2010;3;118;10;10
Univ.;1046;U. SANTO TOMÁS;2009;3;143;10;10
Univ.;1046;U. SANTO TOMÁS;2008;3;143;12;12
Univ.;1046;U. SANTO TOMÁS;2007;2;116;12;12
Univ.;1046;U. SANTO TOMÁS;2024;49;2.240;390;390
Univ.;1046;U. SANTO TOMÁS;2023;50;2.226;390;390
Univ.;1046;U. SANTO TOMÁS;2022;51;2.270;390;390
Univ.;1046;U. SANTO TOMÁS;2021;52;2.268;374;374
Univ.;1046;U. SANTO TOMÁS;2020;49;2.182;374;374
Univ.;1046;U. SANTO TOMÁS;2019;46;2.130;s/i;s/i
Univ.;1046;U. SANTO TOMÁS;2018;46;2.130;288;288
Univ.;1046;U. SANTO TOMÁS;2011;21;656;81;81
Univ.;1046;U. SANTO TOMÁS;2010;16;692;40;40
Univ.;1046;U. SANTO TOMÁS;2009;14;692;40;40
Univ.;1046;U. SANTO TOMÁS;2008;14;692;40;40
Univ.;1046;U. SANTO TOMÁS;2007;9;514;30;30
Univ.;1046;U. SANTO TOMÁS;2006;9;514;30;30
Univ.;1046;U. SANTO TOMÁS;2005;11;610;22;22
Univ.;1046;U. SANTO TOMÁS;2024;57;2.734;568;568
Univ.;1046;U. SANTO TOMÁS;2023;57;2.711;568;568
Univ.;1046;U. SANTO TOMÁS;2022;55;2.671;568;568
Univ.;1046;U. SANTO TOMÁS;2021;56;2.671;561;561
Univ.;1046;U. SANTO TOMÁS;2020;57;2.835;561;561
Univ.;1046;U. SANTO TOMÁS;2019;56;2.780;s/i;s/i
Univ.;1046;U. SANTO TOMÁS;2018;56;2.780;434;434
Univ.;1046;U. SANTO TOMÁS;2011;22;873;119;119
Univ.;1046;U. SANTO TOMÁS;2010;23;1.005;95;95
Univ.;1046;U. SANTO TOMÁS;2009;23;1.005;95;95
Univ.;1046;U. SANTO TOMÁS;2008;23;1.005;80;80
Univ.;1046;U. SANTO TOMÁS;2007;18;793;78;78
Univ.;1046;U. SANTO TOMÁS;2006;20;712;50;50
Univ.;1046;U. SANTO TOMÁS;2005;7;187;50;50
Univ.;1046;U. SANTO TOMÁS;2024;34;1.612;341;341
Univ.;1046;U. SANTO TOMÁS;2023;32;1.538;341;341
Univ.;1046;U. SANTO TOMÁS;2022;32;1.554;341;341
Univ.;1046;U. SANTO TOMÁS;2021;33;1.500;337;337
Univ.;1046;U. SANTO TOMÁS;2020;32;1.335;311;311
Univ.;1046;U. SANTO TOMÁS;2019;31;1.365;s/i;s/i
Univ.;1046;U. SANTO TOMÁS;2018;32;1.427;259;259
Univ.;1046;U. SANTO TOMÁS;2011;21;647;128;128
Univ.;1046;U. SANTO TOMÁS;2010;8;285;22;22
Univ.;1046;U. SANTO TOMÁS;2009;7;325;22;22
Univ.;1046;U. SANTO TOMÁS;2008;7;325;66;66
Univ.;1046;U. SANTO TOMÁS;2007;8;430;24;24
Univ.;1046;U. SANTO TOMÁS;2006;9;405;27;27
Univ.;1046;U. SANTO TOMÁS;2005;3;98;20;20
Univ.;1046;U. SANTO TOMÁS;2024;38;1.686;253;253
Univ.;1046;U. SANTO TOMÁS;2023;38;1.746;251;251
Univ.;1046;U. SANTO TOMÁS;2022;39;1.775;251;251
Univ.;1046;U. SANTO TOMÁS;2021;38;1.773;259;259
Univ.;1046;U. SANTO TOMÁS;2020;39;1.706;258;258
Univ.;1046;U. SANTO TOMÁS;2019;31;1.849;s/i;s/i
Univ.;1046;U. SANTO TOMÁS;2018;31;1.849;181;181
Univ.;1046;U. SANTO TOMÁS;2011;13;510;109;109
Univ.;1046;U. SANTO TOMÁS;2010;12;597;40;40
Univ.;1046;U. SANTO TOMÁS;2009;11;512;50;50
Univ.;1046;U. SANTO TOMÁS;2008;11;512;58;58
Univ.;1046;U. SANTO TOMÁS;2007;7;339;46;46
Univ.;1046;U. SANTO TOMÁS;2006;10;506;27;27
Univ.;1046;U. SANTO TOMÁS;2005;8;436;20;20
Univ.;1046;U. SANTO TOMÁS;2024;75;3.113;390;390
Univ.;1046;U. SANTO TOMÁS;2023;73;3.052;390;390
Univ.;1046;U. SANTO TOMÁS;2022;70;3.093;390;390
Univ.;1046;U. SANTO TOMÁS;2021;61;2.966;392;392
Univ.;1046;U. SANTO TOMÁS;2020;58;2.490;366;366
Univ.;1046;U. SANTO TOMÁS;2019;48;2.827;s/i;s/i
Univ.;1046;U. SANTO TOMÁS;2018;48;2.827;314;314
Univ.;1046;U. SANTO TOMÁS;2011;7;180;124;124
Univ.;1046;U. SANTO TOMÁS;2010;11;512;74;74
Univ.;1046;U. SANTO TOMÁS;2009;11;410;74;74
Univ.;1046;U. SANTO TOMÁS;2008;11;410;70;70
Univ.;1046;U. SANTO TOMÁS;2007;11;410;74;74
Univ.;1046;U. SANTO TOMÁS;2006;28;995;74;74
Univ.;1046;U. SANTO TOMÁS;2005;9;490;34;34
Univ.;1046;U. SANTO TOMÁS;2024;98;4.671;1.058;1.058
Univ.;1046;U. SANTO TOMÁS;2023;133;6.611;1.143;1.143
Univ.;1046;U. SANTO TOMÁS;2022;132;6.391;1.143;1.143
Univ.;1046;U. SANTO TOMÁS;2021;114;5.881;1.013;1.013
Univ.;1046;U. SANTO TOMÁS;2020;115;5.610;1.013;1.013
Univ.;1046;U. SANTO TOMÁS;2019;86;5.623;s/i;s/i
Univ.;1046;U. SANTO TOMÁS;2018;108;6.597;916;916
Univ.;1046;U. SANTO TOMÁS;2011;98;4.390;1.624;1.624
Univ.;1046;U. SANTO TOMÁS;2010;47;2.813;287;287
Univ.;1046;U. SANTO TOMÁS;2009;45;2.872;287;287
Univ.;1046;U. SANTO TOMÁS;2008;45;2.872;287;287
Univ.;1046;U. SANTO TOMÁS;2007;42;2.741;295;295
Univ.;1046;U. SANTO TOMÁS;2006;37;2.053;303;303
Univ.;1046;U. SANTO TOMÁS;2005;46;2.192;261;261
Univ.;1046;U. SANTO TOMÁS;2024;72;3.179;517;517
Univ.;1046;U. SANTO TOMÁS;2023;69;2.975;517;517
Univ.;1046;U. SANTO TOMÁS;2022;67;2.979;517;517
Univ.;1046;U. SANTO TOMÁS;2021;67;3.024;570;570
Univ.;1046;U. SANTO TOMÁS;2020;66;3.026;570;570
Univ.;1046;U. SANTO TOMÁS;2019;54;3.006;s/i;s/i
Univ.;1046;U. SANTO TOMÁS;2018;53;2.995;510;510
Univ.;1046;U. SANTO TOMÁS;2011;28;1.083;137;137
Univ.;1046;U. SANTO TOMÁS;2010;18;1.021;100;100
Univ.;1046;U. SANTO TOMÁS;2009;18;1.021;100;100
Univ.;1046;U. SANTO TOMÁS;2008;18;1.021;70;70
Univ.;1046;U. SANTO TOMÁS;2007;18;1.021;78;78
Univ.;1046;U. SANTO TOMÁS;2006;18;1.021;78;78
Univ.;1046;U. SANTO TOMÁS;2005;10;620;73;73
Univ.;1046;U. SANTO TOMÁS;2024;80;3.430;534;534
Univ.;1046;U. SANTO TOMÁS;2023;76;3.298;534;534
Univ.;1046;U. SANTO TOMÁS;2022;73;3.154;534;534
Univ.;1046;U. SANTO TOMÁS;2021;66;3.123;447;447
Univ.;1046;U. SANTO TOMÁS;2020;69;3.303;447;447
